,sequence,start,end
25012,Q8SV58,1,141
25013,Q8SV60,1,154
25014,Q8SV63,1,163
25015,Q8SV64,1,85
25016,Q8SV64,98,180
25017,Q8SVC0,19,154
25018,Q8SVF3,1,173
25019,Q8SVF4,1,165
25020,Q8SVF7,1,141
25021,Q8SVI9,1,243
25022,Q8SVK8,1,225
25023,Q8SVL5,145,230
25024,Q8SVN2,105,266
25025,Q8SVN5,1,133
25026,Q8SVN5,155,333
25027,Q8SVP2,1,162
25028,Q8SVP6,1,382
25029,Q8SVP8,519,610
25030,Q8SVQ8,42,230
25031,Q8SVT0,26,112
25032,Q8SW17,1,121
25033,Q8SW18,109,227
25034,Q8SW19,1,117
25035,Q8SW31,381,566
25036,Q8SW34,1,95
25037,Q8SW75,1,104
25038,Q8SW78,53,180
25039,Q8SW85,1,89
25040,Q8SW86,1,81
25041,Q8SW86,106,181
25042,Q8SWH4,1,166
25043,Q8SWH6,1,171
25044,Q8SWH7,1,162
25045,Q8SWI4,1,152
25046,Q8SWK6,1,161
25047,Q8SWL3,1,312
25048,Q8SWM6,364,472
25049,Q8SWP0,1,102
25050,Q8SWR8,445,538
25051,Q8SWV6,18,94
25052,Q8SXD4,397,471
25053,Q8SYK5,1,168
25054,Q8SZ63,371,516
25055,Q8SZZ8,1,264
25056,Q8SZZ8,293,395
25057,Q8T0Y7,58,141
25058,Q8T133,32,171
25059,Q8T133,191,274
25060,Q8T133,337,486
25061,Q8T133,499,591
25062,Q8T133,608,808
25063,Q8T135,502,731
25064,Q8T135,888,990
25065,Q8T277,88,163
25066,Q8T3G2,27,221
25067,Q8T498,1,194
25068,Q8T4F7,1,155
25069,Q8T5G8,1617,1768
25070,Q8T690,79,158
25071,Q8T940,29,125
25072,Q8TAB7,1,109
25073,Q8TAI1,1,76
25074,Q8TAQ2,64,174
25075,Q8TAT8,1,98
25076,Q8TB33,1,94
25077,Q8TB61,1,104
25078,Q8TBP0,121,195
25079,Q8TBR5,1,93
25080,Q8TBY9,104,205
25081,Q8TC07,1,96
25082,Q8TC36,1,95
25083,Q8TCH9,25,128
25084,Q8TD08,347,504
25085,Q8TD57,1,87
25086,Q8TD91,42,171
25087,Q8TDD1,778,881
25088,Q8TDG4,1,239
25089,Q8TDW0,1,78
25090,Q8TDW0,91,211
25091,Q8TDX9,1,82
25092,Q8TDX9,92,298
25093,Q8TE96,1,78
25094,Q8TEA7,817,893
25095,Q8TEB7,1,91
25096,Q8TEP8,300,399
25097,Q8TEQ6,1386,1476
25098,Q8TER5,1442,1519
25099,Q8TF39,1,114
25100,Q8TF63,1,168
25101,Q8TF72,1,81
25102,Q8TF76,88,223
25103,Q8TFF3,279,451
25104,Q8TFG1,441,518
25105,Q8TFG6,54,159
25106,Q8TFG6,1026,1178
25107,Q8TFH5,1,203
25108,Q8TFU8,177,265
25109,Q8TGK0,1,99
25110,Q8TGK1,1,99
25111,Q8TGK5,54,160
25112,Q8TGK6,1,75
25113,Q8TGK8,1,94
25114,Q8TGL0,1,81
25115,Q8TGL4,1,86
25116,Q8TGN4,1,89
25117,Q8TGN6,1,178
25118,Q8TGN9,1,131
25119,Q8TGP8,1,112
25120,Q8TGQ0,1,78
25121,Q8TGQ2,1,116
25122,Q8TGR5,1,104
25123,Q8TGR8,1,115
25124,Q8TGR8,130,256
25125,Q8TGS9,1,76
25126,Q8TGU2,1,87
25127,Q8THF6,1,132
25128,Q8TM02,1,105
25129,Q8TP90,114,486
25130,Q8TPU4,519,607
25131,Q8TRL2,513,614
25132,Q8TXF5,1,120
25133,Q8TXF5,513,632
25134,Q8TYP4,1,143
25135,Q8U0T6,1,162
25136,Q8U1S5,165,338
25137,Q8U1S6,1,167
25138,Q8U271,180,328
25139,Q8U9F9,21,124
25140,Q8UVC1,758,850
25141,Q8UVC1,863,966
25142,Q8UZB6,563,669
25143,Q8UZB6,1130,1230
25144,Q8UZB6,1276,1595
25145,Q8UZB6,1866,1949
25146,Q8V0N6,778,1225
25147,Q8V294,397,487
25148,Q8V294,509,718
25149,Q8V294,1501,1658
25150,Q8V294,1858,2040
25151,Q8V2M9,1,273
25152,Q8V2M9,280,424
25153,Q8V2N7,1,108
25154,Q8V2N7,419,493
25155,Q8V3T7,76,301
25156,Q8V3T7,381,599
25157,Q8V3T8,1,578
25158,Q8V3U1,7,146
25159,Q8V3U2,1,256
25160,Q8V3U3,1,183
25161,Q8V3U4,1,192
25162,Q8V4S4,48,203
25163,Q8V5E0,82,168
25164,Q8V5E0,217,474
25165,Q8V5E0,489,694
25166,Q8V5E0,799,1052
25167,Q8V5E0,1893,2094
25168,Q8V736,1,222
25169,Q8V736,234,547
25170,Q8V736,758,1115
25171,Q8V7G3,582,684
25172,Q8V7G5,176,266
25173,Q8V7J0,577,676
25174,Q8V9R9,1,110
25175,Q8V9R9,131,421
25176,Q8V9S2,1,125
25177,Q8V9S7,1,145
25178,Q8V9S9,1,159
25179,Q8V9S9,285,614
25180,Q8V9T2,1,280
25181,Q8V9T2,297,486
25182,Q8V9T4,1,437
25183,Q8V9U2,777,863
25184,Q8V9U4,1,270
25185,Q8V9U4,383,520
25186,Q8V9U4,870,944
25187,Q8VA41,34,112
25188,Q8VAK2,1,306
25189,Q8VAK2,565,641
25190,Q8VBE2,1,84
25191,Q8VCD7,437,529
25192,Q8VCR8,1,88
25193,Q8VDP3,1,84
25194,Q8VEK2,284,361
25195,Q8VI56,1746,1855
25196,Q8VID5,745,982
25197,Q8VIG2,1,114
25198,Q8VIG2,127,298
25199,Q8VIG2,1574,1679
25200,Q8VJU4,602,766
25201,Q8VMM5,1,130
25202,Q8VQ99,35,110
25203,Q8VQB5,430,513
25204,Q8VSE0,1,103
25205,Q8VXP3,764,898
25206,Q8VY00,1,99
25207,Q8VYD3,13,121
25208,Q8VYW1,659,741
25209,Q8VZC7,1,115
25210,Q8VZC7,183,285
25211,Q8VZC7,298,604
25212,Q8VZE4,1,87
25213,Q8VZL4,1,94
25214,Q8VZQ2,282,366
25215,Q8VZQ9,413,492
25216,Q8W103,1,121
25217,Q8W1E0,1,112
25218,Q8W1E0,1218,1293
25219,Q8W1Y3,186,305
25220,Q8W4E1,1,84
25221,Q8WI08,1,216
25222,Q8WML3,1489,1586
25223,Q8WML3,1607,1724
25224,Q8WMU5,627,712
25225,Q8WN22,30,104
25226,Q8WR62,1,76
25227,Q8WR62,456,531
25228,Q8WR62,609,684
25229,Q8WR62,762,837
25230,Q8WR62,915,990
25231,Q8WR62,1068,1143
25232,Q8WR62,1221,1296
25233,Q8WR62,1374,1448
25234,Q8WR62,1526,1601
25235,Q8WR62,1679,1754
25236,Q8WR62,1832,1907
25237,Q8WR62,1985,2060
25238,Q8WR62,2138,2213
25239,Q8WR62,2291,2366
25240,Q8WR62,2444,2519
25241,Q8WR62,2597,2672
25242,Q8WR62,2750,2825
25243,Q8WR62,2903,2978
25244,Q8WR62,3056,3131
25245,Q8WSR7,108,231
25246,Q8WUA4,1,82
25247,Q8WUY3,281,359
25248,Q8WV24,1,75
25249,Q8WV93,40,121
25250,Q8WVC0,45,230
25251,Q8WWL7,295,725
25252,Q8WWZ8,1,169
25253,Q8WXA2,13,126
25254,Q8WXI7,17,164
25255,Q8WXI7,178,274
25256,Q8WXI7,289,388
25257,Q8WXI7,525,605
25258,Q8WXI7,624,821
25259,Q8WXI7,846,921
25260,Q8WXI7,1170,1316
25261,Q8WXI7,1333,1530
25262,Q8WXI7,1548,1632
25263,Q8WXI7,1644,1744
25264,Q8WXI7,1794,2017
25265,Q8WXI7,2085,2363
25266,Q8WXI7,2583,2862
25267,Q8WXI7,5171,5278
25268,Q8WXI7,6013,6132
25269,Q8WXI7,6150,6224
25270,Q8WXQ3,1,234
25271,Q8WXR4,1132,1325
25272,Q8WXS8,1125,1223
25273,Q8WY54,558,699
25274,Q8WY91,170,288
25275,Q8WYB5,1794,1875
25276,Q8WYB5,1896,2013
25277,Q8WYQ5,1,163
25278,Q8WZ26,1,134
25279,Q8WZ42,3717,4249
25280,Q8WZL6,1,106
25281,Q8X0Z1,1,79
25282,Q8X0Z1,127,210
25283,Q8X226,1,154
25284,Q8X229,1,156
25285,Q8X2V7,1,91
25286,Q8X367,1,106
25287,Q8X4C9,1,97
25288,Q8X4N4,1,547
25289,Q8X5L7,1,116
25290,Q8X5M0,1069,1154
25291,Q8X5P3,1,98
25292,Q8X6I1,1,116
25293,Q8X6I4,1,129
25294,Q8X6I4,143,282
25295,Q8X6I4,451,731
25296,Q8X6I6,155,236
25297,Q8X7Z8,1,78
25298,Q8X8Q3,1,143
25299,Q8X958,1,210
25300,Q8XA70,66,171
25301,Q8XBB1,1,92
25302,Q8XBQ8,731,831
25303,Q8XBV9,1,95
25304,Q8XBV9,1141,1293
25305,Q8XCQ7,1,141
25306,Q8XCW9,1,96
25307,Q8XCX2,656,809
25308,Q8XCY9,1,111
25309,Q8XDN4,516,615
25310,Q8XES2,1,97
25311,Q8XIP3,299,412
25312,Q8XJS8,22,197
25313,Q8XL08,1,101
25314,Q8XYE3,97,176
25315,Q8XYE3,193,300
25316,Q8XYE3,959,1245
25317,Q8XYP9,53,145
25318,Q8XZ47,307,420
25319,Q8Y3W5,65,264
25320,Q8YDZ0,117,193
25321,Q8YIM6,1,540
25322,Q8YIV0,313,448
25323,Q8YRI1,1,362
25324,Q8YRI1,559,820
25325,Q8YRJ1,1,124
25326,Q8YS92,1,104
25327,Q8YTI2,1,210
25328,Q8YV57,263,524
25329,Q8YV57,750,1006
25330,Q8YWE0,1,190
25331,Q8Z187,537,618
25332,Q8Z1E1,1,192
25333,Q8Z1E1,516,804
25334,Q8Z291,1,100
25335,Q8Z365,1,187
25336,Q8Z365,511,804
25337,Q8Z4Z3,1,141
25338,Q8Z550,1,340
25339,Q8Z5J8,1,94
25340,Q8Z6L0,1,90
25341,Q8Z7L8,746,847
25342,Q8ZAM3,141,220
25343,Q8ZD36,1,142
25344,Q8ZDL2,662,811
25345,Q8ZEG0,241,318
25346,Q8ZLB8,1,82
25347,Q8ZLB8,1095,1180
25348,Q8ZMS4,1,192
25349,Q8ZMS4,516,809
25350,Q8ZNB2,1,141
25351,Q8ZNG2,1,340
25352,Q8ZNR3,1,154
25353,Q8ZP57,1,457
25354,Q8ZPA6,40,133
25355,Q8ZPD7,1,210
25356,Q8ZQ26,746,847
25357,Q8ZS46,1,249
25358,Q90053,68,179
25359,Q90053,259,374
25360,Q90054,1,345
25361,Q90069,1820,2044
25362,Q90115,554,633
25363,Q90125,1,178
25364,Q90125,258,375
25365,Q90165,99,218
25366,Q90173,105,250
25367,Q90176,1,108
25368,Q90185,1,257
25369,Q90186,1,221
25370,Q90187,31,249
25371,Q90187,272,355
25372,Q90374,712,830
25373,Q90640,950,1049
25374,Q90640,1083,1225
25375,Q90703,1,195
25376,Q90805,1,133
25377,Q90953,415,907
25378,Q90W22,1,114
25379,Q90WE3,1241,1905
25380,Q90WJ3,205,364
25381,Q90ZC7,1,92
25382,Q91094,710,831
25383,Q91132,1551,1642
25384,Q91175,373,470
25385,Q913Y7,483,606
25386,Q913Y8,1,87
25387,Q91437,1835,1935
25388,Q914G2,1,81
25389,Q914G4,1,139
25390,Q914G5,1,229
25391,Q914G6,1,157
25392,Q914G7,1,158
25393,Q914G8,1,108
25394,Q914G9,1,106
25395,Q914H1,1,141
25396,Q914H2,1,248
25397,Q914H2,265,348
25398,Q914H4,1,132
25399,Q914H6,1,274
25400,Q914H6,331,441
25401,Q914H7,1,92
25402,Q914H8,10,350
25403,Q914H9,1,332
25404,Q914I0,1,75
25405,Q914I1,1,232
25406,Q914I2,31,130
25407,Q914I3,52,140
25408,Q914I6,1,127
25409,Q914I6,143,221
25410,Q914I8,1,82
25411,Q914J0,1,85
25412,Q914J1,1,83
25413,Q914J1,94,210
25414,Q914J3,1,89
25415,Q914J4,1,204
25416,Q914J5,1,167
25417,Q914J6,1,163
25418,Q914J8,1,116
25419,Q914K0,1,75
25420,Q914K0,88,265
25421,Q914K1,1,96
25422,Q914K5,1,93
25423,Q914K6,1,343
25424,Q914K7,1,111
25425,Q914K8,1,152
25426,Q914L0,1,95
25427,Q914L1,1,94
25428,Q914L2,1,103
25429,Q914L4,1,250
25430,Q914L5,1,99
25431,Q914L9,22,188
25432,Q914M2,1,79
25433,Q914M7,19,139
25434,Q914M8,1,81
25435,Q914N0,561,661
25436,Q91550,813,897
25437,Q91628,1,91
25438,Q91636,1,180
25439,Q91784,947,1048
25440,Q91784,1065,1226
25441,Q918W3,328,495
25442,Q918W3,683,934
25443,Q918W3,1167,1275
25444,Q91CD5,824,997
25445,Q91DM0,1,117
25446,Q91DM0,232,641
25447,Q91DM0,1840,2119
25448,Q91DS2,95,224
25449,Q91E95,1,109
25450,Q91F59,46,273
25451,Q91F59,290,439
25452,Q91F60,1,90
25453,Q91F66,90,194
25454,Q91F68,92,350
25455,Q91F68,372,475
25456,Q91F69,47,151
25457,Q91F69,167,275
25458,Q91F84,1,116
25459,Q91F86,430,537
25460,Q91F99,1,79
25461,Q91FA2,1,119
25462,Q91FA3,1,198
25463,Q91FA5,325,447
25464,Q91FB0,1,124
25465,Q91FB0,140,242
25466,Q91FB6,92,186
25467,Q91FC1,1,217
25468,Q91FC9,1,151
25469,Q91FD1,1,95
25470,Q91FD1,110,222
25471,Q91FD1,235,358
25472,Q91FD3,1,210
25473,Q91FD5,1,84
25474,Q91FD9,1,254
25475,Q91FE6,77,193
25476,Q91FF0,1,139
25477,Q91FF1,16,217
25478,Q91FG3,1,88
25479,Q91FG3,431,526
25480,Q91FG5,39,346
25481,Q91FG6,34,152
25482,Q91FG7,1,164
25483,Q91FH4,1,207
25484,Q91FH5,1,91
25485,Q91FI2,1,88
25486,Q91FI7,1,346
25487,Q91FI9,123,331
25488,Q91FJ2,1,101
25489,Q91FJ5,1,336
25490,Q91FJ9,18,159
25491,Q91FK7,1,286
25492,Q91FK7,312,418
25493,Q91FL5,1,217
25494,Q91FM2,31,378
25495,Q91FM9,1,118
25496,Q91FM9,143,341
25497,Q91FM9,358,1008
25498,Q91FM9,1018,1343
25499,Q91FN1,34,152
25500,Q91FN5,297,417
25501,Q91FN7,1,191
25502,Q91FP0,65,148
25503,Q91FP2,1,150
25504,Q91FQ0,1,136
25505,Q91FQ5,37,123
25506,Q91FQ5,148,627
25507,Q91FR3,1,299
25508,Q91FR8,1,336
25509,Q91FR9,1,166
25510,Q91FS2,1,141
25511,Q91FS6,1,126
25512,Q91FT1,1,170
25513,Q91FT8,1,117
25514,Q91FU0,582,671
25515,Q91FU3,1,141
25516,Q91FU3,153,443
25517,Q91FU6,1,96
25518,Q91FU7,343,430
25519,Q91FV2,39,214
25520,Q91FV2,232,343
25521,Q91FV3,1,132
25522,Q91FV3,143,274
25523,Q91FV5,59,160
25524,Q91FV8,70,522
25525,Q91FW4,1,96
25526,Q91FW7,18,160
25527,Q91FW9,292,419
25528,Q91FX2,1,239
25529,Q91FX2,265,472
25530,Q91FX3,167,266
25531,Q91G55,1,116
25532,Q91G57,1,122
25533,Q91G63,43,134
25534,Q91G85,1,85
25535,Q91GH8,224,578
25536,Q91GH8,682,826
25537,Q91HK4,260,605
25538,Q91HK5,305,574
25539,Q91ID3,1,320
25540,Q91ID4,1,238
25541,Q91ID4,251,390
25542,Q91ID5,1,448
25543,Q91ID6,1,118
25544,Q91ID6,131,561
25545,Q91ID7,1,881
25546,Q91ID8,1,1058
25547,Q91ID9,85,490
25548,Q91ID9,503,766
25549,Q91ID9,788,962
25550,Q91IE0,1,496
25551,Q91IE0,768,905
25552,Q91IE0,918,1225
25553,Q91IE1,1,1333
25554,Q91MF8,120,198
25555,Q91MG2,238,354
25556,Q91PP5,1,80
25557,Q91PP5,93,423
25558,Q91PP5,464,623
25559,Q91PP5,1245,1769
25560,Q91PP5,1877,2309
25561,Q91PP5,2401,2627
25562,Q91PQ1,351,438
25563,Q91PQ3,77,173
25564,Q91QN9,318,397
25565,Q91QZ1,1,176
25566,Q91QZ2,196,362
25567,Q91QZ3,359,682
25568,Q91QZ3,1066,1157
25569,Q91QZ3,1498,1605
25570,Q91TW9,394,483
25571,Q91TW9,813,906
25572,Q91TW9,1171,1283
25573,Q91VC9,1,81
25574,Q91VU7,1,75
25575,Q91VW5,1778,1925
25576,Q91WF7,813,907
25577,Q91WG8,1,198
25578,Q91WK0,341,415
25579,Q91WU4,1,96
25580,Q91WU4,523,631
25581,Q91XD4,375,541
25582,Q91XQ0,54,284
25583,Q91XQ5,1,85
25584,Q91Y44,813,893
25585,Q91YI6,1,132
25586,Q91YR5,606,698
25587,Q91Z38,1,81
25588,Q91ZN5,1,103
25589,Q92161,1,82
25590,Q921C3,2174,2258
25591,Q921G8,1,75
25592,Q921T2,1,101
25593,Q921U8,257,364
25594,Q921U8,391,516
25595,Q92236,1,97
25596,Q92247,1,76
25597,Q922S8,1,173
25598,Q92325,53,170
25599,Q92325,183,381
25600,Q92325,393,660
25601,Q92331,1,194
25602,Q92340,1,189
25603,Q92349,1,362
25604,Q92349,385,593
25605,Q92349,608,729
25606,Q92349,936,1046
25607,Q92349,1173,1318
25608,Q92350,1,84
25609,Q92355,304,399
25610,Q92358,1,132
25611,Q92360,1,181
25612,Q92360,210,498
25613,Q92361,1,172
25614,Q92376,1,363
25615,Q92380,790,923
25616,Q92392,165,290
25617,Q92392,306,400
25618,Q92393,165,400
25619,Q92393,480,638
25620,Q923B1,444,550
25621,Q923J6,1,516
25622,Q923W1,1,111
25623,Q92403,521,621
25624,Q92451,21,182
25625,Q924W7,46,195
25626,Q924W7,213,312
25627,Q924Y8,639,730
25628,Q92508,77,215
25629,Q92508,230,489
25630,Q92562,776,907
25631,Q92576,1,98
25632,Q925W4,1,290
25633,Q92609,1,77
25634,Q92609,520,675
25635,Q92619,1,114
25636,Q92620,203,290
25637,Q92620,326,409
25638,Q92674,522,756
25639,Q926A7,83,182
25640,Q92738,478,682
25641,Q92738,697,795
25642,Q92794,1701,1801
25643,Q92794,1814,1949
25644,Q92797,1185,1274
25645,Q92833,1,84
25646,Q92834,555,632
25647,Q92834,646,805
25648,Q92834,818,1020
25649,Q928D5,1,182
25650,Q928X3,1,76
25651,Q92922,29,194
25652,Q92953,753,911
25653,Q92DX9,154,306
25654,Q92EU0,1,91
25655,Q92EU1,1,89
25656,Q92FX1,1,171
25657,Q92G50,166,241
25658,Q92GR5,20,106
25659,Q92H24,34,273
25660,Q92H94,1,80
25661,Q92HD5,1,112
25662,Q92HE5,1,97
25663,Q92HI5,1,83
25664,Q92HW0,1,76
25665,Q92I57,78,216
25666,Q92I70,119,208
25667,Q92I70,744,838
25668,Q92I78,22,125
25669,Q92IM4,1,94
25670,Q92J81,16,510
25671,Q92J81,525,704
25672,Q92JC1,20,292
25673,Q92JC1,480,1153
25674,Q92JC2,1,520
25675,Q92JC2,786,891
25676,Q92JC3,1,324
25677,Q92JC3,418,604
25678,Q92JC3,803,947
25679,Q92JC4,1,353
25680,Q92JC4,496,636
25681,Q92JC5,1,335
25682,Q92JC5,577,747
25683,Q92JC5,851,946
25684,Q92JD4,1,98
25685,Q92JD5,1,75
25686,Q92JF7,36,434
25687,Q92JF7,526,667
25688,Q92JF7,757,1075
25689,Q92JF7,1289,1390
25690,Q92JF7,1417,1503
25691,Q92JH1,1,125
25692,Q92JH6,1,149
25693,Q92JI8,1,138
25694,Q92JJ0,18,127
25695,Q92JK0,358,478
25696,Q92JK9,1,131
25697,Q92JL0,1,91
25698,Q92JL6,1,117
25699,Q92JL7,1,133
25700,Q92JL8,1,174
25701,Q92JP8,1,197
25702,Q92JP8,267,439
25703,Q92JP8,480,683
25704,Q92JP8,696,1155
25705,Q92JP8,1176,1327
25706,Q92JP8,1405,1489
25707,Q92JR0,1,93
25708,Q92JY3,316,453
25709,Q92M53,20,122
25710,Q93008,1,289
25711,Q93008,307,947
25712,Q93009,1016,1102
25713,Q931F4,339,426
25714,Q931G8,1,86
25715,Q931U5,1,170
25716,Q931U5,1005,1091
25717,Q93243,680,765
25718,Q93246,1,102
25719,Q93364,1,156
25720,Q93367,1,251
25721,Q93373,422,596
25722,Q93373,607,691
25723,Q93380,32,171
25724,Q93442,16,140
25725,Q934F8,30,133
25726,Q93571,1,129
25727,Q936F1,257,373
25728,Q93702,1,93
25729,Q93971,96,205
25730,Q93971,1756,1854
25731,Q93971,1947,2032
25732,Q93DY2,105,196
25733,Q93IN2,1,100
25734,Q93MD5,61,161
25735,Q93QY7,1,131
25736,Q93QY7,150,264
25737,Q93RN4,1,102
25738,Q93TJ5,1,140
25739,Q93WP7,51,164
25740,Q93WP8,51,165
25741,Q93Y39,685,797
25742,Q93YA3,1,116
25743,Q93YS2,446,528
25744,Q93YW7,1,137
25745,Q940A2,1,122
25746,Q940A6,1,121
25747,Q940A7,599,683
25748,Q940B8,13,146
25749,Q940Y3,20,126
25750,Q941B6,176,275
25751,Q94218,1,377
25752,Q94424,54,176
25753,Q944I4,72,184
25754,Q944S1,1,75
25755,Q94526,415,607
25756,Q947C4,1,115
25757,Q94819,96,247
25758,Q94819,261,621
25759,Q94819,637,795
25760,Q94913,1,114
25761,Q94913,131,288
25762,Q949G3,1,98
25763,Q949Q0,1,78
25764,Q94A41,1,419
25765,Q94AD1,1,87
25766,Q94AI4,86,190
25767,Q94AY1,1,78
25768,Q94F87,1,324
25769,Q94FL9,868,961
25770,Q94HW2,913,989
25771,Q94JX6,1,110
25772,Q95209,1,133
25773,Q95JR3,1,191
25774,Q95JR3,382,531
25775,Q95JR7,518,627
25776,Q95JY5,1,165
25777,Q95K60,1,122
25778,Q95L11,753,844
25779,Q95LM1,237,322
25780,Q95LP1,1,132
25781,Q95LP5,1,75
25782,Q95LZ5,714,872
25783,Q95P09,17,146
25784,Q95P23,1,305
25785,Q95PZ0,348,426
25786,Q95QA6,1,180
25787,Q95QA6,194,349
25788,Q95QA6,427,535
25789,Q95QA6,549,663
25790,Q95QJ7,228,423
25791,Q95QW4,1,111
25792,Q95RC0,142,221
25793,Q95RU0,552,644
25794,Q95RV2,1,345
25795,Q95SP2,455,542
25796,Q95SX7,224,423
25797,Q95TU8,107,189
25798,Q95UN8,719,904
25799,Q95V25,1,89
25800,Q95WA3,203,322
25801,Q95WA4,203,319
25802,Q95XQ8,1,92
25803,Q95XR4,1,97
25804,Q95XR4,171,690
25805,Q95Y80,766,853
25806,Q95Y83,182,288
25807,Q95YE2,1,119
25808,Q95YM8,1,103
25809,Q95YM8,1233,1307
25810,Q960Z0,1,121
25811,Q965H3,1,220
25812,Q965H3,288,422
25813,Q965H3,596,735
25814,Q965X6,11,128
25815,Q96631,28,368
25816,Q96631,801,897
25817,Q96662,436,549
25818,Q96662,563,694
25819,Q96662,1099,1191
25820,Q96662,1205,1332
25821,Q96662,2116,3118
25822,Q96662,3129,3259
25823,Q96682,50,150
25824,Q96685,56,141
25825,Q96688,17,194
25826,Q96690,1,105
25827,Q966L8,48,153
25828,Q96704,230,349
25829,Q96705,1,121
25830,Q96711,1,308
25831,Q96711,740,857
25832,Q96713,1,249
25833,Q96725,1,459
25834,Q96725,632,990
25835,Q96725,2114,2334
25836,Q967D7,1371,1464
25837,Q967S7,1,303
25838,Q967S7,357,467
25839,Q96895,1,79
25840,Q96896,235,386
25841,Q969H9,1,104
25842,Q96AY4,1827,1945
25843,Q96AY4,2019,2128
25844,Q96AY4,2146,2305
25845,Q96AY4,2339,2437
25846,Q96BD0,1,80
25847,Q96BP3,17,98
25848,Q96BR6,1,87
25849,Q96BW9,324,420
25850,Q96CN4,538,768
25851,Q96CT2,94,203
25852,Q96DT5,50,145
25853,Q96DU7,61,225
25854,Q96DY5,1,79
25855,Q96EW2,370,488
25856,Q96EY1,1,89
25857,Q96EZ4,1,200
25858,Q96EZ4,217,295
25859,Q96FQ7,1,95
25860,Q96G01,830,975
25861,Q96G74,492,571
25862,Q96GN5,1,75
25863,Q96H55,868,970
25864,Q96JA4,488,598
25865,Q96JE9,470,813
25866,Q96JF6,16,90
25867,Q96JK2,848,942
25868,Q96JL9,106,195
25869,Q96JQ0,33,114
25870,Q96JX3,1,130
25871,Q96KH6,1,178
25872,Q96KT0,1,104
25873,Q96KV6,510,586
25874,Q96KV7,258,356
25875,Q96L73,2513,2696
25876,Q96L93,1061,1178
25877,Q96LM1,1,132
25878,Q96LP2,1,76
25879,Q96LS8,1,159
25880,Q96M15,1,143
25881,Q96M34,13,136
25882,Q96M63,531,629
25883,Q96M66,1,194
25884,Q96M69,716,825
25885,Q96M78,1,137
25886,Q96M85,1,177
25887,Q96MC9,1,270
25888,Q96MF0,1,132
25889,Q96MF4,1,113
25890,Q96MM7,1,84
25891,Q96MR7,67,158
25892,Q96MT0,76,163
25893,Q96MT4,1,127
25894,Q96MT7,104,178
25895,Q96MU5,1,81
25896,Q96MU5,94,221
25897,Q96MZ4,1,157
25898,Q96N21,442,525
25899,Q96N23,1202,1278
25900,Q96N23,1295,1440
25901,Q96N68,1,85
25902,Q96NA8,25,110
25903,Q96NF6,1,109
25904,Q96NF6,120,230
25905,Q96NG3,553,672
25906,Q96NS8,1,147
25907,Q96NW4,883,1050
25908,Q96PE2,302,454
25909,Q96PQ7,1,156
25910,Q96PX1,462,654
25911,Q96PY0,166,264
25912,Q96Q15,303,386
25913,Q96Q15,3156,3379
25914,Q96Q89,1596,1820
25915,Q96QB1,1,328
25916,Q96QE3,15,108
25917,Q96QU1,1850,1955
25918,Q96RK4,439,519
25919,Q96RS0,1,80
25920,Q96RS0,132,365
25921,Q96RS0,382,494
25922,Q96RT7,1,87
25923,Q96RT7,97,179
25924,Q96S07,1,154
25925,Q96S07,166,257
25926,Q96ST2,109,324
25927,Q96T23,1292,1409
25928,Q96V34,1,123
25929,Q96V34,3499,3589
25930,Q96V54,609,766
25931,Q96VB4,92,445
25932,Q96VG0,1,105
25933,Q96VG3,1,105
25934,Q96VG6,1,88
25935,Q96VH1,1,84
25936,Q96VH3,1,125
25937,Q96WN6,99,341
25938,Q96WS6,1,77
25939,Q96WV6,64,178
25940,Q96WV6,3788,3933
25941,Q96WW6,429,506
25942,Q96WX9,741,841
25943,Q96Y66,1,99
25944,Q972A7,30,125
25945,Q973G3,486,601
25946,Q973G3,618,709
25947,Q979F5,1,102
25948,Q97I41,55,198
25949,Q97LP2,1,99
25950,Q97QP7,132,259
25951,Q97QP7,391,497
25952,Q97QP7,515,680
25953,Q97QP7,1118,1244
25954,Q97QZ0,1,83
25955,Q97R12,451,543
25956,Q97T80,128,400
25957,Q97T80,496,571
25958,Q97T80,588,712
25959,Q97T80,961,1096
25960,Q97WX0,1,131
25961,Q97WX0,895,1045
25962,Q97WX2,253,434
25963,Q97WX5,1,197
25964,Q97YC5,1,82
25965,Q97YC5,123,323
25966,Q980C6,1,105
25967,Q980C6,118,216
25968,Q980C7,56,253
25969,Q980C7,266,507
25970,Q980C7,521,605
25971,Q980C7,665,856
25972,Q980C7,875,1152
25973,Q980D1,150,248
25974,Q98176,1,85
25975,Q98178,16,148
25976,Q98185,1,77
25977,Q981V0,1,105
25978,Q98218,525,626
25979,Q98262,485,635
25980,Q98267,529,634
25981,Q98298,44,229
25982,Q98326,230,371
25983,Q98329,1,86
25984,Q98329,171,262
25985,Q98632,1,928
25986,Q98663,37,258
25987,Q98664,1,172
25988,Q98664,186,262
25989,Q98745,467,665
25990,Q98745,1086,1161
25991,Q98746,182,268
25992,Q98936,1,104
25993,Q98F87,371,454
25994,Q98G43,237,360
25995,Q98H63,24,125
25996,Q98I01,715,870
25997,Q98QW4,413,512
25998,Q98R33,503,596
25999,Q98R58,33,335
26000,Q98RA6,783,867
26001,Q98TR3,1012,1097
26002,Q98VG9,109,507
26003,Q98VG9,646,775
26004,Q98VG9,788,984
26005,Q98VG9,1786,1878
